"id","type","attributes","relationships","meta"
"1065049","attendee","{""pitch"":""Hi All. I am the Head of Business Growth, Fortuna PR and Integrated Comms Agency in Indonesia. Happy to meet anyone with interest in entering the Indonesian market. "",""joined-at"":""2022-09-20T13:51:16.978Z"",""skip-networking"":false,""user-id"":""935300"",""bookmarked"":false}","{""user"":{""data"":{""id"":""935300"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6903627"",""type"":""selected-interest""},{""id"":""6903626"",""type"":""selected-interest""},{""id"":""6903625"",""type"":""selected-interest""},{""id"":""6903624"",""type"":""selected-interest""},{""id"":""6903623"",""type"":""selected-interest""},{""id"":""6903613"",""type"":""selected-interest""},{""id"":""6903612"",""type"":""selected-interest""},{""id"":""6903609"",""type"":""selected-interest""},{""id"":""6903608"",""type"":""selected-interest""},{""id"":""6903605"",""type"":""selected-interest""},{""id"":""6903604"",""type"":""selected-interest""},{""id"":""6903601"",""type"":""selected-interest""},{""id"":""6903600"",""type"":""selected-interest""},{""id"":""6903593"",""type"":""selected-interest""},{""id"":""6903580"",""type"":""selected-interest""},{""id"":""6903573"",""type"":""selected-interest""},{""id"":""6903563"",""type"":""selected-interest""},{""id"":""6903560"",""type"":""selected-interest""},{""id"":""6903559"",""type"":""selected-interest""},{""id"":""6903555"",""type"":""selected-interest""},{""id"":""6903553"",""type"":""selected-interest""},{""id"":""6903549"",""type"":""selected-interest""},{""id"":""6903546"",""type"":""selected-interest""},{""id"":""6903544"",""type"":""selected-interest""},{""id"":""6903542"",""type"":""selected-interest""},{""id"":""6903541"",""type"":""selected-interest""},{""id"":""6903539"",""type"":""selected-interest""},{""id"":""6903537"",""type"":""selected-interest""},{""id"":""6903535"",""type"":""selected-interest""},{""id"":""6903533"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1063172","attendee","{""pitch"":""Hi, I am Eva, CEO & Founder of IZILOH. We are platform marketplace for laundry business based in Indonesia. I would love to meet new people and learn about fundraising to speed up our company growth."",""joined-at"":""2022-09-20T08:01:55.056Z"",""skip-networking"":false,""user-id"":""933810"",""bookmarked"":false}","{""user"":{""data"":{""id"":""933810"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6892647"",""type"":""selected-interest""},{""id"":""6892644"",""type"":""selected-interest""},{""id"":""6892642"",""type"":""selected-interest""},{""id"":""6892641"",""type"":""selected-interest""},{""id"":""6892640"",""type"":""selected-interest""},{""id"":""6892638"",""type"":""selected-interest""},{""id"":""6892628"",""type"":""selected-interest""},{""id"":""6892605"",""type"":""selected-interest""},{""id"":""6892604"",""type"":""selected-interest""},{""id"":""6892594"",""type"":""selected-interest""},{""id"":""6892593"",""type"":""selected-interest""},{""id"":""6892587"",""type"":""selected-interest""},{""id"":""6892586"",""type"":""selected-interest""},{""id"":""6892561"",""type"":""selected-interest""},{""id"":""6892542"",""type"":""selected-interest""},{""id"":""6892541"",""type"":""selected-interest""},{""id"":""6892540"",""type"":""selected-interest""},{""id"":""6892521"",""type"":""selected-interest""},{""id"":""6892520"",""type"":""selected-interest""},{""id"":""6892519"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1062567","attendee","{""pitch"":""Hi! I would like to meet new people at this event.we are building a Neo bank in APAC . Building a credit scoring model for personal , professional and financial need. Do connect with us . We also have 200 no tech team in india helping startups to build MVP"",""joined-at"":""2022-09-20T06:35:38.359Z"",""skip-networking"":false,""user-id"":""933309"",""bookmarked"":false}","{""user"":{""data"":{""id"":""933309"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6888387"",""type"":""selected-interest""},{""id"":""6888382"",""type"":""selected-interest""},{""id"":""6888373"",""type"":""selected-interest""},{""id"":""6888367"",""type"":""selected-interest""},{""id"":""6888366"",""type"":""selected-interest""},{""id"":""6888361"",""type"":""selected-interest""},{""id"":""6888359"",""type"":""selected-interest""},{""id"":""6888357"",""type"":""selected-interest""},{""id"":""6888345"",""type"":""selected-interest""},{""id"":""6888342"",""type"":""selected-interest""},{""id"":""6888340"",""type"":""selected-interest""},{""id"":""6888334"",""type"":""selected-interest""},{""id"":""6888324"",""type"":""selected-interest""},{""id"":""6888305"",""type"":""selected-interest""},{""id"":""6888297"",""type"":""selected-interest""},{""id"":""6888288"",""type"":""selected-interest""},{""id"":""6888275"",""type"":""selected-interest""},{""id"":""6888270"",""type"":""selected-interest""},{""id"":""6888256"",""type"":""selected-interest""},{""id"":""6888249"",""type"":""selected-interest""},{""id"":""6888237"",""type"":""selected-interest""},{""id"":""6888218"",""type"":""selected-interest""},{""id"":""6888217"",""type"":""selected-interest""},{""id"":""6888200"",""type"":""selected-interest""},{""id"":""6888199"",""type"":""selected-interest""},{""id"":""6888169"",""type"":""selected-interest""},{""id"":""6888168"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1061986","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-20T05:22:12.797Z"",""skip-networking"":false,""user-id"":""932814"",""bookmarked"":false}","{""user"":{""data"":{""id"":""932814"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6883620"",""type"":""selected-interest""},{""id"":""6883615"",""type"":""selected-interest""},{""id"":""6883614"",""type"":""selected-interest""},{""id"":""6883601"",""type"":""selected-interest""},{""id"":""6883594"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1060309","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-19T11:22:59.581Z"",""skip-networking"":false,""user-id"":""931472"",""bookmarked"":false}","{""user"":{""data"":{""id"":""931472"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13035"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6867871"",""type"":""selected-interest""},{""id"":""6867869"",""type"":""selected-interest""},{""id"":""6867863"",""type"":""selected-interest""},{""id"":""6867850"",""type"":""selected-interest""},{""id"":""6867843"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1057279","attendee","{""pitch"":""Hi! I'm passionate about People solutions & Experiences design. Where HR (Humans resources) meets Hospitality. I've been privileged to meet & learn from leaders & innovators such as Mr Lee Kuan Yew, Mr Lee Hsien Loong, World Bank's President & more. Foodie @ heart. Loves reading."",""joined-at"":""2022-09-16T03:32:18.076Z"",""skip-networking"":false,""user-id"":""928941"",""bookmarked"":false}","{""user"":{""data"":{""id"":""928941"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6885599"",""type"":""selected-interest""},{""id"":""6885596"",""type"":""selected-interest""},{""id"":""6885577"",""type"":""selected-interest""},{""id"":""6885570"",""type"":""selected-interest""},{""id"":""6885557"",""type"":""selected-interest""},{""id"":""6885549"",""type"":""selected-interest""},{""id"":""6885540"",""type"":""selected-interest""},{""id"":""6885536"",""type"":""selected-interest""},{""id"":""6885526"",""type"":""selected-interest""},{""id"":""6885525"",""type"":""selected-interest""},{""id"":""6885500"",""type"":""selected-interest""},{""id"":""6885497"",""type"":""selected-interest""},{""id"":""6885489"",""type"":""selected-interest""},{""id"":""6885471"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1068316","attendee","{""pitch"":""Hi! I would like to meet new people at this event, specifically those focused on Fintech solutions and Payments!\n\nAlso definitely up for meeting cool people in tech in general. Drop me a line!"",""joined-at"":""2022-09-21T08:55:29.752Z"",""skip-networking"":false,""user-id"":""938331"",""bookmarked"":false}","{""user"":{""data"":{""id"":""938331"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6932902"",""type"":""selected-interest""},{""id"":""6932898"",""type"":""selected-interest""},{""id"":""6932896"",""type"":""selected-interest""},{""id"":""6932892"",""type"":""selected-interest""},{""id"":""6932891"",""type"":""selected-interest""},{""id"":""6932890"",""type"":""selected-interest""},{""id"":""6932889"",""type"":""selected-interest""},{""id"":""6932887"",""type"":""selected-interest""},{""id"":""6932886"",""type"":""selected-interest""},{""id"":""6932884"",""type"":""selected-interest""},{""id"":""6932883"",""type"":""selected-interest""},{""id"":""6932882"",""type"":""selected-interest""},{""id"":""6932880"",""type"":""selected-interest""},{""id"":""6932879"",""type"":""selected-interest""},{""id"":""6932875"",""type"":""selected-interest""},{""id"":""6932874"",""type"":""selected-interest""},{""id"":""6932872"",""type"":""selected-interest""},{""id"":""6932867"",""type"":""selected-interest""},{""id"":""6932859"",""type"":""selected-interest""},{""id"":""6932858"",""type"":""selected-interest""},{""id"":""6932855"",""type"":""selected-interest""},{""id"":""6932854"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1067416","attendee","{""pitch"":""Investment Banker covering the technology sector. Prior experience in leading investment banking deals across products - IPO/ M"",""joined-at"":""2022-09-21T05:57:26.792Z"",""skip-networking"":false,""user-id"":""937526"",""bookmarked"":false}","{""user"":{""data"":{""id"":""937526"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6926952"",""type"":""selected-interest""},{""id"":""6926951"",""type"":""selected-interest""},{""id"":""6926949"",""type"":""selected-interest""},{""id"":""6926948"",""type"":""selected-interest""},{""id"":""6926947"",""type"":""selected-interest""},{""id"":""6926944"",""type"":""selected-interest""},{""id"":""6926938"",""type"":""selected-interest""},{""id"":""6926937"",""type"":""selected-interest""},{""id"":""6926934"",""type"":""selected-interest""},{""id"":""6926933"",""type"":""selected-interest""},{""id"":""6926931"",""type"":""selected-interest""},{""id"":""6926930"",""type"":""selected-interest""},{""id"":""6926928"",""type"":""selected-interest""},{""id"":""6926927"",""type"":""selected-interest""},{""id"":""6926925"",""type"":""selected-interest""},{""id"":""6926924"",""type"":""selected-interest""},{""id"":""6926916"",""type"":""selected-interest""},{""id"":""6926915"",""type"":""selected-interest""},{""id"":""6926912"",""type"":""selected-interest""},{""id"":""6926911"",""type"":""selected-interest""},{""id"":""6926908"",""type"":""selected-interest""},{""id"":""6926907"",""type"":""selected-interest""},{""id"":""6926901"",""type"":""selected-interest""},{""id"":""6926900"",""type"":""selected-interest""},{""id"":""6926898"",""type"":""selected-interest""},{""id"":""6926897"",""type"":""selected-interest""},{""id"":""6926888"",""type"":""selected-interest""},{""id"":""6926887"",""type"":""selected-interest""},{""id"":""6926881"",""type"":""selected-interest""},{""id"":""6926880"",""type"":""selected-interest""},{""id"":""6926872"",""type"":""selected-interest""},{""id"":""6926871"",""type"":""selected-interest""},{""id"":""6926859"",""type"":""selected-interest""},{""id"":""6926858"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066959","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T03:40:02.116Z"",""skip-networking"":false,""user-id"":""937043"",""bookmarked"":false}","{""user"":{""data"":{""id"":""937043"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13035"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6933627"",""type"":""selected-interest""},{""id"":""6933622"",""type"":""selected-interest""},{""id"":""6933617"",""type"":""selected-interest""},{""id"":""6933603"",""type"":""selected-interest""},{""id"":""6933600"",""type"":""selected-interest""},{""id"":""6933586"",""type"":""selected-interest""},{""id"":""6933568"",""type"":""selected-interest""},{""id"":""6933567"",""type"":""selected-interest""},{""id"":""6933564"",""type"":""selected-interest""},{""id"":""6933563"",""type"":""selected-interest""},{""id"":""6933557"",""type"":""selected-interest""},{""id"":""6933556"",""type"":""selected-interest""},{""id"":""6933555"",""type"":""selected-interest""},{""id"":""6922758"",""type"":""selected-interest""},{""id"":""6922757"",""type"":""selected-interest""},{""id"":""6922756"",""type"":""selected-interest""},{""id"":""6922751"",""type"":""selected-interest""},{""id"":""6922750"",""type"":""selected-interest""},{""id"":""6922749"",""type"":""selected-interest""},{""id"":""6922742"",""type"":""selected-interest""},{""id"":""6922740"",""type"":""selected-interest""},{""id"":""6922738"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066652","attendee","{""pitch"":"""",""joined-at"":""2022-09-21T02:39:58.462Z"",""skip-networking"":false,""user-id"":""936756"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936756"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6926198"",""type"":""selected-interest""},{""id"":""6926195"",""type"":""selected-interest""},{""id"":""6926192"",""type"":""selected-interest""},{""id"":""6919889"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1065927","attendee","{""pitch"":""Hi! I am the Sr Associate at Rebright Partners, an early stage VC focusing on DX startups in South East Asia and India. Please feel free to reach out to me!"",""joined-at"":""2022-09-20T23:36:09.631Z"",""skip-networking"":false,""user-id"":""936034"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936034"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6912977"",""type"":""selected-interest""},{""id"":""6912976"",""type"":""selected-interest""},{""id"":""6912975"",""type"":""selected-interest""},{""id"":""6912974"",""type"":""selected-interest""},{""id"":""6912973"",""type"":""selected-interest""},{""id"":""6912968"",""type"":""selected-interest""},{""id"":""6912967"",""type"":""selected-interest""},{""id"":""6912962"",""type"":""selected-interest""},{""id"":""6912961"",""type"":""selected-interest""},{""id"":""6912960"",""type"":""selected-interest""},{""id"":""6912959"",""type"":""selected-interest""},{""id"":""6912958"",""type"":""selected-interest""},{""id"":""6912957"",""type"":""selected-interest""},{""id"":""6912954"",""type"":""selected-interest""},{""id"":""6912953"",""type"":""selected-interest""},{""id"":""6912951"",""type"":""selected-interest""},{""id"":""6912950"",""type"":""selected-interest""},{""id"":""6912947"",""type"":""selected-interest""},{""id"":""6912944"",""type"":""selected-interest""},{""id"":""6912943"",""type"":""selected-interest""},{""id"":""6912941"",""type"":""selected-interest""},{""id"":""6912940"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1064877","attendee","{""pitch"":""Used to run a Fintech startup through 3 pivots during the pandemic. Now running a growth & digitalization studio for Singapore-headquartered SMEs."",""joined-at"":""2022-09-20T12:51:19.070Z"",""skip-networking"":false,""user-id"":""283802"",""bookmarked"":false}","{""user"":{""data"":{""id"":""283802"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13035"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6902248"",""type"":""selected-interest""},{""id"":""6902245"",""type"":""selected-interest""},{""id"":""6902244"",""type"":""selected-interest""},{""id"":""6902242"",""type"":""selected-interest""},{""id"":""6902241"",""type"":""selected-interest""},{""id"":""6902237"",""type"":""selected-interest""},{""id"":""6902236"",""type"":""selected-interest""},{""id"":""6902233"",""type"":""selected-interest""},{""id"":""6902232"",""type"":""selected-interest""},{""id"":""6902207"",""type"":""selected-interest""},{""id"":""6902204"",""type"":""selected-interest""},{""id"":""6902197"",""type"":""selected-interest""},{""id"":""6902196"",""type"":""selected-interest""},{""id"":""6902195"",""type"":""selected-interest""},{""id"":""6902193"",""type"":""selected-interest""},{""id"":""6902191"",""type"":""selected-interest""},{""id"":""6902188"",""type"":""selected-interest""},{""id"":""6902187"",""type"":""selected-interest""},{""id"":""6902185"",""type"":""selected-interest""},{""id"":""6902184"",""type"":""selected-interest""},{""id"":""6902177"",""type"":""selected-interest""},{""id"":""6902175"",""type"":""selected-interest""},{""id"":""6902174"",""type"":""selected-interest""},{""id"":""6902173"",""type"":""selected-interest""},{""id"":""6902172"",""type"":""selected-interest""},{""id"":""6902171"",""type"":""selected-interest""},{""id"":""6902169"",""type"":""selected-interest""},{""id"":""6902162"",""type"":""selected-interest""},{""id"":""6902161"",""type"":""selected-interest""},{""id"":""6902160"",""type"":""selected-interest""},{""id"":""6902159"",""type"":""selected-interest""},{""id"":""6902158"",""type"":""selected-interest""},{""id"":""6902153"",""type"":""selected-interest""},{""id"":""6902148"",""type"":""selected-interest""},{""id"":""6902144"",""type"":""selected-interest""},{""id"":""6902141"",""type"":""selected-interest""},{""id"":""6902139"",""type"":""selected-interest""},{""id"":""6902135"",""type"":""selected-interest""},{""id"":""6902134"",""type"":""selected-interest""},{""id"":""6902129"",""type"":""selected-interest""},{""id"":""6902128"",""type"":""selected-interest""},{""id"":""6902126"",""type"":""selected-interest""},{""id"":""6902124"",""type"":""selected-interest""},{""id"":""6902122"",""type"":""selected-interest""},{""id"":""6902119"",""type"":""selected-interest""},{""id"":""6902117"",""type"":""selected-interest""},{""id"":""6902113"",""type"":""selected-interest""},{""id"":""6902112"",""type"":""selected-interest""},{""id"":""6902109"",""type"":""selected-interest""},{""id"":""6902107"",""type"":""selected-interest""},{""id"":""6902106"",""type"":""selected-interest""},{""id"":""6902100"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1070991","attendee","{""pitch"":""Hi! I would like to meet new people at this event and discuss how AI/ML automation can help extend lending to more  "",""joined-at"":""2022-09-22T06:49:23.027Z"",""skip-networking"":false,""user-id"":""940730"",""bookmarked"":false}","{""user"":{""data"":{""id"":""940730"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6953036"",""type"":""selected-interest""},{""id"":""6953035"",""type"":""selected-interest""},{""id"":""6953033"",""type"":""selected-interest""},{""id"":""6953028"",""type"":""selected-interest""},{""id"":""6953023"",""type"":""selected-interest""},{""id"":""6953020"",""type"":""selected-interest""},{""id"":""6953017"",""type"":""selected-interest""},{""id"":""6953016"",""type"":""selected-interest""},{""id"":""6953015"",""type"":""selected-interest""},{""id"":""6953013"",""type"":""selected-interest""},{""id"":""6953011"",""type"":""selected-interest""},{""id"":""6953005"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1070915","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-22T06:11:28.056Z"",""skip-networking"":false,""user-id"":""940661"",""bookmarked"":false}","{""user"":{""data"":{""id"":""940661"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6952555"",""type"":""selected-interest""},{""id"":""6952554"",""type"":""selected-interest""},{""id"":""6952552"",""type"":""selected-interest""},{""id"":""6952551"",""type"":""selected-interest""},{""id"":""6952549"",""type"":""selected-interest""},{""id"":""6952544"",""type"":""selected-interest""},{""id"":""6952542"",""type"":""selected-interest""},{""id"":""6952541"",""type"":""selected-interest""},{""id"":""6952537"",""type"":""selected-interest""},{""id"":""6952534"",""type"":""selected-interest""},{""id"":""6952532"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1070684","attendee","{""pitch"":""Moongate is a NFT verification and management tool for IRL and online use cases (think events, memberships, redeemables)."",""joined-at"":""2022-09-22T02:33:43.866Z"",""skip-networking"":false,""user-id"":""939661"",""bookmarked"":false}","{""user"":{""data"":{""id"":""939661"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6950654"",""type"":""selected-interest""},{""id"":""6950649"",""type"":""selected-interest""},{""id"":""6950648"",""type"":""selected-interest""},{""id"":""6950644"",""type"":""selected-interest""},{""id"":""6950641"",""type"":""selected-interest""},{""id"":""6950640"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1070664","attendee","{""pitch"":""Hi! I'm Kennie from Progrez, an IT consulting services company based in Indonesia focusing on Agile transformation, DevOps, ITSM, Collaboration, and Analytics. We are Atlassian Solution Partner and personally I am into automation and digital transformation."",""joined-at"":""2022-09-22T02:21:07.454Z"",""skip-networking"":false,""user-id"":""940429"",""bookmarked"":false}","{""user"":{""data"":{""id"":""940429"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6951170"",""type"":""selected-interest""},{""id"":""6950449"",""type"":""selected-interest""},{""id"":""6950447"",""type"":""selected-interest""},{""id"":""6950446"",""type"":""selected-interest""},{""id"":""6950445"",""type"":""selected-interest""},{""id"":""6950444"",""type"":""selected-interest""},{""id"":""6950443"",""type"":""selected-interest""},{""id"":""6950442"",""type"":""selected-interest""},{""id"":""6950441"",""type"":""selected-interest""},{""id"":""6950440"",""type"":""selected-interest""},{""id"":""6950439"",""type"":""selected-interest""},{""id"":""6950438"",""type"":""selected-interest""},{""id"":""6950437"",""type"":""selected-interest""},{""id"":""6950436"",""type"":""selected-interest""},{""id"":""6950435"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1070639","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-22T02:06:59.265Z"",""skip-networking"":false,""user-id"":""940394"",""bookmarked"":false}","{""user"":{""data"":{""id"":""940394"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6950226"",""type"":""selected-interest""},{""id"":""6950223"",""type"":""selected-interest""},{""id"":""6950222"",""type"":""selected-interest""},{""id"":""6950220"",""type"":""selected-interest""},{""id"":""6950218"",""type"":""selected-interest""},{""id"":""6950216"",""type"":""selected-interest""},{""id"":""6950213"",""type"":""selected-interest""},{""id"":""6950211"",""type"":""selected-interest""},{""id"":""6950210"",""type"":""selected-interest""},{""id"":""6950206"",""type"":""selected-interest""},{""id"":""6950205"",""type"":""selected-interest""},{""id"":""6950204"",""type"":""selected-interest""},{""id"":""6950202"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1070628","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-22T02:03:48.302Z"",""skip-networking"":false,""user-id"":""940398"",""bookmarked"":false}","{""user"":{""data"":{""id"":""940398"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6950134"",""type"":""selected-interest""},{""id"":""6950133"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1070544","attendee","{""pitch"":""Hi! I would like to meet new people at this event. Salt is a global recruitment firm with presence in 19 countries. We specialise in technology, sales, marketing, creative and HR hiring. We are industry agnostic. Looking forward to connect and know more people. "",""joined-at"":""2022-09-22T00:50:11.105Z"",""skip-networking"":false,""user-id"":""940318"",""bookmarked"":false}","{""user"":{""data"":{""id"":""940318"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6950192"",""type"":""selected-interest""},{""id"":""6950191"",""type"":""selected-interest""},{""id"":""6950189"",""type"":""selected-interest""},{""id"":""6950188"",""type"":""selected-interest""},{""id"":""6950187"",""type"":""selected-interest""},{""id"":""6950186"",""type"":""selected-interest""},{""id"":""6950183"",""type"":""selected-interest""},{""id"":""6950182"",""type"":""selected-interest""},{""id"":""6950178"",""type"":""selected-interest""},{""id"":""6950177"",""type"":""selected-interest""},{""id"":""6950174"",""type"":""selected-interest""},{""id"":""6950173"",""type"":""selected-interest""},{""id"":""6950171"",""type"":""selected-interest""},{""id"":""6950170"",""type"":""selected-interest""},{""id"":""6949472"",""type"":""selected-interest""},{""id"":""6949471"",""type"":""selected-interest""},{""id"":""6949468"",""type"":""selected-interest""},{""id"":""6949466"",""type"":""selected-interest""},{""id"":""6949464"",""type"":""selected-interest""},{""id"":""6949463"",""type"":""selected-interest""},{""id"":""6949459"",""type"":""selected-interest""},{""id"":""6949458"",""type"":""selected-interest""},{""id"":""6949457"",""type"":""selected-interest""},{""id"":""6949456"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1070077","attendee","{""pitch"":""Hi! I would like to meet new people at this event looking to expand commercially into Europe and North American markets."",""joined-at"":""2022-09-21T17:34:15.585Z"",""skip-networking"":false,""user-id"":""939885"",""bookmarked"":false}","{""user"":{""data"":{""id"":""939885"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6946040"",""type"":""selected-interest""},{""id"":""6946038"",""type"":""selected-interest""},{""id"":""6946036"",""type"":""selected-interest""},{""id"":""6946033"",""type"":""selected-interest""},{""id"":""6946032"",""type"":""selected-interest""},{""id"":""6946015"",""type"":""selected-interest""},{""id"":""6946013"",""type"":""selected-interest""},{""id"":""6946010"",""type"":""selected-interest""},{""id"":""6946002"",""type"":""selected-interest""},{""id"":""6945992"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
